6584,8443
6994,7373
6994,7129
6994,7821
6994,8743
6994,7432
6994,7499
6994,7919
6994,7721
6994,7161
6994,7783
7139,7421
7139,7849
7139,7432
7139,7413
7139,7732
7139,7439
7139,7436
7139,7429
7139,7783
7139,7810
6123,8422
6123,8452
6123,8429
1110,6421
6123,7731
6123,8439
6123,8122
6123,8432
6123,8461
6123,8465
6584,6589
6935,6997
8433,8443
8424,8463
8433,8462
8433,8472
8433,8441
6935,8932
8433,8461
8433,8435
8433,8463
8433,8465
7436,9510
7436,7439
7436,7849
8433,8459
8433,8442
8435,8510
8435,8443
8435,8461
8435,8452
8433,8452
8433,8434
8433,8451
8433,8439
6418,7493
6352,6793
6349,6359
6344,6359
6519,6794
6515,6974
6515,6518
8310,8842
6522,6531
0411,0412
3345,5827
3345,8822
3345,5989
3345,5824
3345,5137
3345,5416
6351,7731
6351,8219
3345,5154
6351,6359
0412,2224
0412,2226
6421,8931
6421,6618
7239,7849
7239,7919
7239,7373
7239,7431
2820,2882
7239,7493
7757,8124
7754,8994
7754,7757
0573,0711
0575,6613
0575,2875
8852,8972
0572,0575
0571,0572
7712,7788
7528,7591
7528,7599
7528,7621
7528,7723
7723,7788
7723,7781
7723,7768
7518,7638
7528,8983
7528,7788
0223,6633
0223,0240
0752,8439
4239,8922
3510,6633
4239,6635
4239,5921
5913,5914
5912,5914
3510,6343
3510,6359
6912,8939
0111,0116
0111,4113
6912,6997
5222,5231
5233,6811
5542,6842
5542,6428
5311,5312
5155,5989
5148,5156
5147,5163
5221,5239
5221,5233
5983,6595
5311,8952
0142,0488
0142,6924
5156,6642
0142,6911
6571,7810
6571,6647
0730,6794
0730,6996
2671,7138
0142,6618
6637,7421
6637,6648
0252,0913
0252,7213
0252,7931
0252,5852
6832,7132
7161,8743
7149,8960
6832,7429
7129,7721
0913,8121
7429,8743
7129,7369
7129,7432
8443,8452
8443,8471
7810,7842
5839,6112
6289,6997
6289,7493
7369,7429
7369,7413
7369,7491
7369,7373
7369,7911
7369,7732
6289,7810
6289,7919
0251,6924
5989,7742
5989,8996
6289,7849
6289,6579
7429,7493
5989,8822
5989,8744
5989,7429
7429,7492
7429,7432
5122,5163
5122,5162
6210,7919
6210,7783
6210,6635
6210,7810
7599,7768
7599,7723
6210,7493
6210,7849
6210,7414
6210,7139
8422,8424
8429,8441
8429,8464
8429,8510
8429,8463
8429,8443
8429,8432
8429,8472
8429,8431
8429,8462
6584,8429
7821,7849
2734,3510
6584,6596
6584,8464
6584,8510
6584,8421
6584,8452
6123,8441
7442,7821
6254,7853
6254,8952
6252,6259
6252,6931
6121,6781
6122,6511
6118,6129
6129,8211
6113,6114
6114,6116
7928,7929
7932,7933
0574,0575
0576,4235
7757,8941
0574,1121
0577,8433
7923,7928
0576,6613
0577,1211
6842,6921
7638,7722
1110,2882
6842,8939
2472,6341
2472,2483
7638,8841
7638,8933
7247,7919
7247,8935
3231,6646
0565,2924
0565,0583
0565,0589
0565,0586
0583,0589
0565,0579
5922,7212
0583,8931
0583,5542
3351,5543
3352,6638
7132,7436
7132,7919
7132,7810
7132,7423
6351,6353
6351,6912
7132,7849
6351,6911
6351,6633
6351,6921
6954,7369
0913,7499
0913,8935
0913,6579
0913,7212
0723,4242
0723,4314
0913,7919
0913,7849
0711,0751
0712,1223
0712,5911
0721,0723
6115,6116
7523,7525
7523,7528
0619,7219
7369,7432
7369,7919
7369,7493
7369,7849
7742,8742
7742,8822
7742,8748
7742,8744
5827,8821
5827,8822
6289,7783
6289,7139
6289,7188
6289,6573
6289,6745
6289,7431
6289,7169
6289,7132
6289,7821
6289,7247
7492,7849
7492,7493
6210,6997
6210,6282
6210,8935
6210,7431
6210,6644
7492,8743
6210,6251
6210,6289
8433,8464
8429,8459
8429,8433
8429,8434
8429,8452
8429,8465
8429,8442
8421,8431
8429,8439
8429,8435
8429,8451
8424,8459
0545,0579
0545,0546
5145,5163
5145,5419
5982,5989
0343,0372
5834,6210
5826,7764
5838,7422
0013,0113
5842,7138
5841,7429
0343,0350
5843,5989
7188,7436
7188,7439
7188,7919
5123,5829
5123,5154
5123,5836
7188,7422
7188,7499
7188,7493
7188,7211
0612,0615
0612,5541
0616,2919
8981,8982
0582,6532
7938,9310
8745,8748
8481,8997
8991,8998
0616,6114
6282,7492
6282,7783
6546,6635
6546,7493
6282,7169
6282,7493
0586,2732
7247,7849
6546,7212
6546,7412
8423,8431
8423,8432
3354,3413
3353,6744
5241,6831
3354,5831
4235,6330
4234,5161
4245,6880
4241,5839
0012,0112
4311,5836
8423,8429
8423,8472
8423,8441
8423,8451
8423,8434
8423,8435
7132,7139
7211,7868
7211,7283
7211,7239
7211,8121
7211,7919
7211,7212
6428,6618
7132,7821
7132,7493
7431,7493
7439,7449
0813,2239
0813,2222
2238,6581
0812,2238
2222,4232
0742,2222
2221,2631
0741,2221
4242,4244
0722,0723
7732,7849
7764,7768
7764,8841
7722,8852
7722,8482
7722,7763
7722,8841
7722,7768
7722,7764
8464,8472
8421,8432
8421,8433
8421,8459
8421,8423
8421,8462
8421,8465
8421,8442
8421,8464
8421,8424
8421,8422
2871,6821
7832,7842
2872,6831
2874,2875
6343,6351
6343,6794
0129,0142
7188,7431
7188,7849
7188,7239
7188,7423
7188,7449
6343,6359
6343,6633
6343,6911
6632,7493
6632,7449
2683,2687
2683,2876
2686,2687
2686,6512
2690,6421
2713,5622
2714,5623
0118,0149
2731,6613
2733,4249
7432,7436
6953,7732
6953,8951
6960,7758
0483,6515
7112,7119
7119,8211
7126,7224
7133,7284
7144,7924
7144,8830
7432,7492
7439,7493
7439,7442
6794,6998
6794,6973
5417,5530
5821,8939
7414,7752
6794,6935
6794,6911
6794,7211
6794,7868
6794,8219
6428,6924
6428,6912
6428,8939
6428,6921
6912,6998
7169,8121
6912,8219
6912,8932
7251,7252
7251,7259
7169,7919
7169,7493
0752,2924
0752,5513
0752,8459
7251,7452
6417,6421
6417,6921
5156,8996
5156,5989
6785,7416
6785,7129
6417,6618
6417,6911
5156,7149
5156,5157
7129,7493
7129,7919
7129,7492
7129,7431
7431,7849
7431,7432
7431,7732
7431,7919
7431,7783
7431,7492
7599,7722
7599,8841
7849,8935
7849,7919
7599,7764
7599,7763
7732,7919
7732,7783
7732,8935
7732,7841
8441,8451
8421,8472
8421,8435
8421,8439
8421,8452
8421,8441
8421,8434
8432,8435
8421,8429
8421,8463
8421,8451
7281,7416
7281,7373
6618,6633
6618,6911
2633,8459
2633,8439
7281,7442
7281,7368
7281,7439
6618,6921
7269,7439
7213,7219
6359,6912
6359,6633
7213,8121
6359,8219
6343,6611
6343,6416
6359,6911
6343,6912
2667,6532
2666,2667
2665,7111
2665,6514
2682,2685
2681,2682
7711,8122
2672,7711
6512,8211
2682,6512
0541,0561
7163,7439
7148,7149
7144,8960
0542,0546
0542,2879
7223,7224
0561,2731
7243,7721
0542,0611
5123,5839
5123,5162
0142,1110
0142,6351
2882,8931
1110,8931
8742,8748
6935,6973
6782,7372
6794,6997
6794,6996
1110,2820
8932,8939
6935,6998
6782,7919
0142,6921
0142,0251
