602807375,17955706
602807375,1656057482
602807375,1132189957
602807375,18448384
602807375,167621823
602807375,564824282
602807375,393577394
602807375,123481439
602807375,40532427
602807375,1255179128
602807375,257939371
602807375,222695674
602807375,1706026082
602807375,272490401
602807375,58316145
602807375,206877842
602807375,62645216
602807375,158232890
602807375,210427918
602807375,26519763
602807375,18169110
17955706,17606369
17955706,158427758
17955706,67026176
17955706,1344539976
17955706,1923895026
17955706,66546898
17955706,61664932
17955706,80940214
1656057482,15097698
1656057482,67026176
1656057482,31703974
1656057482,334988425
1656057482,24868543
1132189957,522718572
1132189957,13284722
1132189957,158232890
1132189957,18448384
1132189957,1923895026
1132189957,26519763
1132189957,127486569
1132189957,2720553168
1132189957,118735414
1132189957,34842246
1132189957,123481439
1132189957,67026176
1132189957,206877842
1132189957,838006482
1132189957,497005469
1132189957,40532427
1132189957,59491108
1132189957,269946558
18448384,59133139
18448384,425937551
18448384,226409888
18448384,61313751
18448384,158232890
18448384,347971482
18448384,6742412
18448384,15905092
18448384,86177206
18448384,19747572
18448384,836914616
18448384,26519763
18448384,619215615
18448384,222695674
18448384,48050455
18448384,16146692
18448384,28731961
18448384,334988425
18448384,838006482
18448384,413470255
18448384,478153611
18448384,116783980
18448384,269946558
167621823,438019172
167621823,319420349
167621823,20175865
167621823,118735414
167621823,233761277
167621823,123481439
167621823,334988425
167621823,836914616
564824282,15097698
564824282,24655764
564824282,17606369
564824282,347971482
564824282,1923895026
564824282,34842246
564824282,233761277
564824282,1890308449
564824282,478153611
564824282,549600704
564824282,127486569
564824282,222695674
564824282,67026176
564824282,882947018
564824282,334988425
564824282,66546898
564824282,40532427
564824282,59491108
564824282,3232895802
564824282,116783980
564824282,269946558
393577394,549600704
393577394,15905092
393577394,21343653
393577394,492833134
123481439,66124619
123481439,26519763
123481439,34842246
123481439,16667912
123481439,492833134
123481439,282695161
123481439,52944689
123481439,21343653
123481439,40532427
123481439,379498878
123481439,478153611
123481439,20175865
123481439,27503607
40532427,15097698
40532427,425937551
40532427,1923895026
40532427,26519763
40532427,549600704
40532427,2720553168
40532427,177702195
40532427,222695674
40532427,35603124
40532427,48050455
40532427,1706026082
40532427,16146692
40532427,31703974
40532427,28731961
40532427,334988425
40532427,19747572
40532427,66546898
40532427,71036272
40532427,497005469
40532427,16667912
40532427,1202205522
40532427,86177206
40532427,15905092
40532427,478153611
